"state","district","avg_dem_margin"
"CALIFORNIA",44,-0.0148474425540453
"CALIFORNIA",45,-0.255822228809524
"CALIFORNIA",46,0.0289525563080272
"CALIFORNIA",47,0.0287987333021872
"CALIFORNIA",48,-0.259031707664956
"CALIFORNIA",49,-0.087130237334824
"CALIFORNIA",50,-0.0341471272165179
"CALIFORNIA",51,0.134628096804956
"CALIFORNIA",52,-0.126988785231187
"CALIFORNIA",53,0.318889467260323
"COLORADO",1,0.363391368370551
"COLORADO",2,0.205537072095376
"COLORADO",3,-0.0436456678129813
"COLORADO",4,-0.237711511833968
"COLORADO",5,-0.348899136292313
"COLORADO",6,-0.166983701339729
"COLORADO",7,0.1306533115393
"COLORADO",8,0.00718556546701773
"CONNECTICUT",1,0.32856092378442
"CONNECTICUT",2,0.155822102608633
"CONNECTICUT",3,0.283974324657082
"CONNECTICUT",4,-0.131780613946717
"CONNECTICUT",5,-0.0304594323996373
"CONNECTICUT",6,-0.176823275938387
"DELAWARE",0,-0.0325711809433702
"FLORIDA",1,-0.162664485401067
"FLORIDA",2,0.144416622580883
"FLORIDA",3,0.0988968812505412
"FLORIDA",4,-0.0793175449287128
"FLORIDA",5,0.0327489792514833
"FLORIDA",6,-0.180549457547673
"FLORIDA",7,-0.0411637778836614
"FLORIDA",8,-0.203386243644331
"FLORIDA",9,-0.106510009436083
"FLORIDA",10,-0.202161862117505
"FLORIDA",11,0.0686973624448931
"FLORIDA",12,-0.173019169381522
"FLORIDA",13,-0.0910176392594147
"FLORIDA",14,0.10060042623469
"FLORIDA",15,-0.0949240812014725
"FLORIDA",16,-0.080718830633558
"FLORIDA",17,-0.0278393397268173
"FLORIDA",18,-0.0713061785966894
"FLORIDA",19,0.12372266421023
"FLORIDA",20,0.398664944715284
"FLORIDA",21,-0.104623269735527
"FLORIDA",22,-0.0126391081872698
"FLORIDA",23,0.351938472980687
"FLORIDA",24,0.196318034171377
"FLORIDA",25,-0.139805660734864
"FLORIDA",26,-0.0798363558025165
"FLORIDA",27,-0.0897605634967464
"FLORIDA",28,-0.273737459857334
"GEORGIA",1,-0.136205494997338
"GEORGIA",2,0.239300801225231
"GEORGIA",3,-0.0561916218491663
"GEORGIA",4,0.308366608350124
"GEORGIA",5,0.557567398224691
"GEORGIA",6,-0.227445374828892
"GEORGIA",7,-0.0177087175532505
"GEORGIA",8,-0.0364906751658018
"GEORGIA",9,-0.123082610978102
"GEORGIA",10,-0.0856988510667454
"GEORGIA",11,-0.175380159390874
"GEORGIA",12,-0.0374543627741715
"GEORGIA",13,0.436108915615549
"GEORGIA",14,-0.450238810391351
"HAWAII",1,0.308682531682783
"HAWAII",2,0.470069455485726
"IDAHO",1,-0.197137585812335
"IDAHO",2,-0.214093973616537
"ILLINOIS",1,0.665417013533421
"ILLINOIS",2,0.661207716943893
"ILLINOIS",3,0.36239272481964
"ILLINOIS",4,0.339801355433114
"ILLINOIS",5,0.413358416470988
"ILLINOIS",6,-0.254511578453964
"ILLINOIS",7,0.688621090894882
"ILLINOIS",8,0.176987827004677
"ILLINOIS",9,0.418403670673795
"ILLINOIS",10,-0.14249897031042
"ILLINOIS",11,0.122886950967539
"ILLINOIS",12,-0.0725821924733465
"ILLINOIS",13,-0.254673148497784
"ILLINOIS",14,-0.268526539354616
"ILLINOIS",15,-0.312326335125054
"ILLINOIS",16,-0.27739932256168
"ILLINOIS",17,0.0745214165604451
"ILLINOIS",18,-0.290119727799702
"ILLINOIS",19,0.00261212796958399
"ILLINOIS",20,0.0188738973478179
"ILLINOIS",21,-0.0636399050775804
"ILLINOIS",22,0.0660363864395914
"ILLINOIS",23,0.447818110285412
"ILLINOIS",24,0.222974490235866
"INDIANA",1,0.355501575878223
"INDIANA",2,-0.00622248431999424
"INDIANA",3,-0.132108574249421
"INDIANA",4,-0.246441509661195
"INDIANA",5,-0.239459391240911
"INDIANA",6,-0.334983498426161
"INDIANA",7,-0.051691226033877
"INDIANA",8,-0.058167614395567
"INDIANA",9,0.0919523545847565
"INDIANA",10,0.188939025772435
"INDIANA",11,0.168882995474916
"IOWA",1,-0.112458312656667
"IOWA",2,-0.0455875081063182
"IOWA",3,-0.00926501212794091
"IOWA",4,-0.024739795473003
"IOWA",5,-0.139804390888136
"IOWA",6,0.0948195785127185
"KANSAS",1,-0.459534950585955
"KANSAS",2,-0.0477616014816576
"KANSAS",3,-0.06930407713397
"KANSAS",4,-0.031528111528127
"KANSAS",5,-0.348888939159267
"KENTUCKY",1,-0.219542840669233
"KENTUCKY",2,-0.108512814332596
"KENTUCKY",3,0.173994480414186
"KENTUCKY",4,-0.236493964805252
"KENTUCKY",5,-0.495985130529693
"KENTUCKY",6,-0.102070758302827
"KENTUCKY",7,0.405303077074401
"LOUISIANA",1,-0.532814875004641
"LOUISIANA",2,0.495538715233792
"LOUISIANA",3,-0.342699149932908
"LOUISIANA",4,-0.327150906642105
"LOUISIANA",5,-0.338072988419412
"LOUISIANA",6,-0.380694994521784
"LOUISIANA",7,-0.0331557812275418
"LOUISIANA",8,0.07185239772784
"MAINE",1,0.123218289763148
"MAINE",2,-0.016562659362624
"MARYLAND",1,-0.172772175510697
"MARYLAND",2,0.0859102323259521
"MARYLAND",3,0.396093575138187
"MARYLAND",4,0.37827887128185
"MARYLAND",5,0.391310960929633
"MARYLAND",6,0.0884839180778109
"MARYLAND",7,0.618986704803154
"MARYLAND",8,0.131608897490954
"MASSACHUSETTS",1,-0.0513374154593915
"MASSACHUSETTS",2,0.36892651294526
"MASSACHUSETTS",3,0.248605562045926
"MASSACHUSETTS",4,0.311136048997025
"MASSACHUSETTS",5,0.319932390633265
"MASSACHUSETTS",6,0.217476491225294
"MASSACHUSETTS",7,0.470524615352591
"MASSACHUSETTS",8,0.551071109055999
"MASSACHUSETTS",9,0.360525776107809
"MASSACHUSETTS",10,0.238996653641347
"MASSACHUSETTS",11,0.616352890188552
"MASSACHUSETTS",12,0.464345146609526
"MICHIGAN",1,0.324735202035121
"MICHIGAN",2,-0.295124985919404
"MICHIGAN",3,-0.139540750352586
"MICHIGAN",4,-0.308966282119047
"MICHIGAN",5,0.112245593730372
"MICHIGAN",6,-0.139163147234651
"MICHIGAN",7,0.0477824284950054
"MICHIGAN",8,0.0425914491967444
"MICHIGAN",9,-0.0427993914543209
"MICHIGAN",10,-0.142057339967954
"MICHIGAN",11,-0.152245207736357
"MICHIGAN",12,0.277202904056654
"MICHIGAN",13,0.557987344371029
"MICHIGAN",14,0.549489438613749
"MICHIGAN",15,0.502664467538009
"MICHIGAN",16,0.402596800171854
"MICHIGAN",17,0.416951632060256
"MICHIGAN",18,-0.157244914229402
"MICHIGAN",19,-0.414678940189221
"MINNESOTA",1,-0.0175139544537575
"MINNESOTA",2,-0.109780398452318
"MINNESOTA",3,-0.289489505026388
"MINNESOTA",4,0.331640319025297
"MINNESOTA",5,0.442583956910281
"MINNESOTA",6,0.129778602743236
"MINNESOTA",7,0.111640897242829
"MINNESOTA",8,0.280834565994899
"MISSISSIPPI",1,-0.100667419938148
"MISSISSIPPI",2,0.268827453172583
"MISSISSIPPI",3,0.00465803172039687
"MISSISSIPPI",4,0.0413268416473884
"MISSISSIPPI",5,-0.0271566943656125
"MISSOURI",1,0.453366723611593
"MISSOURI",2,-0.150091375501793
"MISSOURI",3,0.115386505383464
"MISSOURI",4,0.13005152006908
"MISSOURI",5,0.287171892929595
"MISSOURI",6,-0.165922191649677
"MISSOURI",7,-0.331571960469305
"MISSOURI",8,-0.268484637148416
"MISSOURI",9,0.0136407982352434
"MISSOURI",10,0.214801932697689
"MONTANA",0,-0.146769435100668
"MONTANA",1,0.213269476678945
"MONTANA",2,-0.194073112534076
"NEBRASKA",1,-0.33152371049185
"NEBRASKA",2,-0.0927706115204972
"NEBRASKA",3,-0.525574171444764
"NEVADA",0,0.557855693583377
"NEVADA",1,0.207403617822696
"NEVADA",2,-0.257405987365748
"NEVADA",3,-0.0430421921046914
"NEVADA",4,0.0474518782230115
"NEW HAMPSHIRE",1,-0.0369382938619269
"NEW HAMPSHIRE",2,-0.0874247270301692
"NEW JERSEY",1,0.407699012440941
"NEW JERSEY",2,-0.0601906693741445
"NEW JERSEY",3,-0.0555510202231935
"NEW JERSEY",4,-0.237507951616114
"NEW JERSEY",5,-0.275317390367171
"NEW JERSEY",6,0.199881103760714
"NEW JERSEY",7,-0.156482926059494
"NEW JERSEY",8,0.378225495032674
"NEW JERSEY",9,0.25135647472587
"NEW JERSEY",10,0.70281078607308
"NEW JERSEY",11,-0.159540327727905
"NEW JERSEY",12,-0.0354127658490906
"NEW JERSEY",13,0.211116112266571
"NEW JERSEY",14,0.369758973066167
"NEW JERSEY",15,0.148874237806531
"NEW MEXICO",1,-0.0791766888151435
"NEW MEXICO",2,-0.130562039415854
"NEW MEXICO",3,0.306867172141493
"NEW YORK",1,0.041389192597267
"NEW YORK",2,0.0847159044238053
"NEW YORK",3,0.00362673020368323
"NEW YORK",4,0.0253379699001308
"NEW YORK",5,0.173551559923874
"NEW YORK",6,0.489370855591552
"NEW YORK",7,0.594736985058118
"NEW YORK",8,0.618141735379103
"NEW YORK",9,0.44381639348845
"NEW YORK",10,0.671432844020925
"NEW YORK",11,0.537220871326189
"NEW YORK",12,0.749500174794532
"NEW YORK",13,0.31015166852598
"NEW YORK",14,0.383249992778655
"NEW YORK",15,0.521635100034528
"NEW YORK",16,0.799135680570269
"NEW YORK",17,0.511936878517447
"NEW YORK",18,0.362679293116407
"NEW YORK",19,0.108366913865853
"NEW YORK",20,0.111344784545057
"NEW YORK",21,0.126053348442825
"NEW YORK",22,0.00194332283985889
"NEW YORK",23,-0.062787087404006
"NEW YORK",24,-0.173960936054038
"NEW YORK",25,-0.114945055739211
"NEW YORK",26,-0.00384885902537791
"NEW YORK",27,-0.0376206304422051
"NEW YORK",28,0.39481131929711
"NEW YORK",29,-0.116811945792314
"NEW YORK",30,-0.106292274984253
"NEW YORK",31,-0.341702014587226
"NEW YORK",32,0.18756441316073
"NEW YORK",33,0.223479816571334
"NEW YORK",34,-0.152846195852035
"NEW YORK",35,-0.435865428321696
"NEW YORK",36,0.444050950010219
"NEW YORK",37,0.636420138701523
"NEW YORK",38,-0.573844771692094
"NEW YORK",39,0.207228220994334
"NORTH CAROLINA",1,0.350905985351809
"NORTH CAROLINA",2,0.203388157834838
"NORTH CAROLINA",3,-0.0784065031828399
"NORTH CAROLINA",4,0.232877847969233
"NORTH CAROLINA",5,-0.108296007681014
"NORTH CAROLINA",6,-0.166477429722039
"NORTH CAROLINA",7,0.196312966932693
"NORTH CAROLINA",8,0.0114197296319245
"NORTH CAROLINA",9,-0.235444965134982
"NORTH CAROLINA",10,-0.293820901699471
"NORTH CAROLINA",11,-0.068785677453112
"NORTH CAROLINA",12,0.371628637213457
"NORTH CAROLINA",13,0.0189051152657941
"NORTH CAROLINA",14,0.154117135851516
"NORTH DAKOTA",0,0.137117712778448
"OHIO",1,-0.0849229433755613
"OHIO",2,-0.293570491599814
"OHIO",3,0.151987943712563
"OHIO",4,-0.351374337316278
"OHIO",5,-0.32544452799142
"OHIO",6,-0.152564388611419
"OHIO",7,-0.329774354223163
"OHIO",8,-0.399912419986765
"OHIO",9,0.37962735902937
"OHIO",10,-0.107516583867693
"OHIO",11,0.416648029022851
"OHIO",12,-0.255636012516143
"OHIO",13,0.267476774769392
"OHIO",14,0.0529507476054062
"OHIO",15,-0.283738224372978
"OHIO",16,-0.320076059647564
"OHIO",17,0.27935891318287
"OHIO",18,0.160322608018908
"OHIO",19,0.0135640376185716
"OHIO",20,0.645548792717018
"OHIO",21,0.701397248696513
"OHIO",22,0.37446494938545
"OHIO",23,0.479727338100664
"OKLAHOMA",1,-0.154017993712221
"OKLAHOMA",2,0.054695122853892
"OKLAHOMA",3,-0.0535641705663653
"OKLAHOMA",4,-0.0590779415972755
"OKLAHOMA",5,-0.30266469662021
"OKLAHOMA",6,0.174368499077663
"OREGON",1,0.213224933334615
"OREGON",2,-0.25572263173511
"OREGON",3,0.529898725093215
"OREGON",4,0.227267802469859
"OREGON",5,0.0695531814145554
"OREGON",6,0.0251130260325599
"PENNSYLVANIA",1,0.507151629676976
"PENNSYLVANIA",2,0.713553681106967
"PENNSYLVANIA",3,0.212726879375697
"PENNSYLVANIA",4,0.0637416526067906
"PENNSYLVANIA",5,-0.224570284969947
"PENNSYLVANIA",6,0.14123093952505
"PENNSYLVANIA",7,-0.132548469111962
"PENNSYLVANIA",8,-0.0512435019872994
"PENNSYLVANIA",9,-0.336088313940299
"PENNSYLVANIA",10,-0.253312346345759
"PENNSYLVANIA",11,0.0933278100329014
"PENNSYLVANIA",12,0.169399367859445
"PENNSYLVANIA",13,-0.0617684981045716
"PENNSYLVANIA",14,0.337201100650979
"PENNSYLVANIA",15,-0.134025991633054
"PENNSYLVANIA",16,-0.308261127102601
"PENNSYLVANIA",17,-0.0187363038376141
"PENNSYLVANIA",18,0.0593739064430899
"PENNSYLVANIA",19,-0.421232763035845
"PENNSYLVANIA",20,0.320858726391213
"PENNSYLVANIA",21,-0.14842899123048
"PENNSYLVANIA",22,0.405825611636785
"PENNSYLVANIA",23,-0.167153484046643
"PENNSYLVANIA",24,-0.132654806893224
"PENNSYLVANIA",25,0.0843666374915993
"RHODE ISLAND",1,0.215032786022526
"RHODE ISLAND",2,0.205200234521532
"SOUTH CAROLINA",1,-0.142038533670338
"SOUTH CAROLINA",2,-0.171771615394225
"SOUTH CAROLINA",3,-0.115723766883768
"SOUTH CAROLINA",4,-0.196412582557261
"SOUTH CAROLINA",5,0.0459646654067238
"SOUTH CAROLINA",6,0.328394805070303
"SOUTH CAROLINA",7,-0.221903148036892
"SOUTH DAKOTA",0,0.0172535760044352
"SOUTH DAKOTA",1,-0.097431375546849
"SOUTH DAKOTA",2,-0.228553639339235
"TENNESSEE",1,-0.46968729153862
"TENNESSEE",2,-0.483947986199093
"TENNESSEE",3,-0.143051685819076
"TENNESSEE",4,0.00217532625907562
"TENNESSEE",5,0.312767333183701
"TENNESSEE",6,-0.00336892486865848
"TENNESSEE",7,-0.282321253210137
"TENNESSEE",8,0.090549562915339
"TENNESSEE",9,0.483343772891831
"TEXAS",1,-0.0747136644270413
"TEXAS",2,0.0025908712963808
"TEXAS",3,-0.403390820544155
"TEXAS",4,-0.0164482800171948
"TEXAS",5,-0.0653590465454375
"TEXAS",6,-0.190260279147636
"TEXAS",7,-0.399722809786451
"TEXAS",8,-0.360662808088124
"TEXAS",9,0.296362176264591
"TEXAS",10,0.1085605440605
"TEXAS",11,-0.156083608104423
"TEXAS",12,-0.0820682331716563
"TEXAS",13,-0.214375186055307
"TEXAS",14,-0.0540372997683162
"TEXAS",15,0.215365046822736
"TEXAS",16,0.277781362159636
"TEXAS",17,-0.00172183187780579
"TEXAS",18,0.56728068738473
"TEXAS",19,-0.318728530922197
"TEXAS",20,0.367817615620445
"TEXAS",21,-0.313614450305138
"TEXAS",22,-0.242772024086744
"TEXAS",23,-0.0302781011520114
"TEXAS",24,0.05139052006315
"TEXAS",25,0.112835619713981
"TEXAS",26,-0.338658481310067
"TEXAS",27,0.0653998925806851
"TEXAS",28,0.325635524775974
"TEXAS",29,0.439710096312725
"TEXAS",30,0.554798202789348
"TEXAS",31,-0.241430805738057
"TEXAS",32,-0.112477993640597
"TEXAS",33,0.486246727629941
"TEXAS",34,0.19255641808698
"TEXAS",35,0.376318046582317
"TEXAS",36,-0.469599572335335
"TEXAS",37,0.570876643953581
"TEXAS",38,-0.27860601252838
"UTAH",1,-0.290853358486609
"UTAH",2,-0.060476581857109
"UTAH",3,-0.289018231647434
"UTAH",4,-0.0826437484542175
"VERMONT",0,-0.163750406736895
"VIRGINIA",1,-0.216026461159252
"VIRGINIA",2,-0.00224933244024934
"VIRGINIA",3,0.243199868911802
"VIRGINIA",4,0.0563293990803976
"VIRGINIA",5,-0.0525903728948261
"VIRGINIA",6,-0.144233170842584
"VIRGINIA",7,-0.217318062666346
"VIRGINIA",8,0.24932703496989
"VIRGINIA",9,0.00304940192093913
"VIRGINIA",10,-0.168702346527296
"VIRGINIA",11,0.0632003735485183
"WASHINGTON",1,0.0144053853660101
"WASHINGTON",2,0.151639394190741
"WASHINGTON",3,0.102931215124435
"WASHINGTON",4,-0.251745278927058
"WASHINGTON",5,-0.0187200979058879
"WASHINGTON",6,0.294762616582863
"WASHINGTON",7,0.525264949957172
"WASHINGTON",8,-0.177400694824096
"WASHINGTON",9,0.273729508185778
"WASHINGTON",10,0.162132007699455
"WEST VIRGINIA",1,0.0441634842164798
"WEST VIRGINIA",2,0.0270363915165747
"WEST VIRGINIA",3,0.140191042548647
"WEST VIRGINIA",4,0.37172852622018
"WISCONSIN",1,-0.0523956262778741
"WISCONSIN",2,0.171519549150482
"WISCONSIN",3,0.0493158899355894
"WISCONSIN",4,0.368027076999869
"WISCONSIN",5,0.0978378408665535
"WISCONSIN",6,-0.294540817984077
"WISCONSIN",7,0.122533898834658
"WISCONSIN",8,-0.224763514704255
"WISCONSIN",9,-0.449577746953656
"WYOMING",0,-0.286369413309305
